loyalty,satisfaction,Involvement_1,Involvement_2,Involvement_3,Involvement_4,Emo_1,Emo_2,Emo_3,Calc_1,Calc_2,Calc_3,Calc_4,Calc_5,trust_1,trust_2,trust_3,image_1,image_2,image_3,image_4,image_5,educ,gender,age,Involvement,Emotional,Calculative,Trust,Image
7,5,4,4,5,2,4,5,4,3,4,3,5,4,5,5,5,3,4,5,5,5,4,1,4,15,13,19,15,22
7,5,5,5,5,5,5,5,5,2,1,3,3,4,3,5,5,5,5,5,5,5,6,1,4,20,15,13,13,25
7,5,3,1,1,1,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,4,1,6,6,15,15,13,25
7,5,2,4,4,2,5,4,4,2,3,3,2,2,4,5,4,5,5,5,5,5,3,2,4,12,13,12,13,25
7,5,5,2,4,5,5,5,5,3,4,1,3,5,4,5,5,5,5,5,5,5,4,2,5,16,15,16,14,25
7,5,5,5,2,5,5,5,5,5,3,3,1,3,5,5,5,5,5,5,5,5,1,2,6,17,15,15,15,25
7,4,2,2,2,2,4,4,4,3,5,5,2,5,4,4,4,3,4,4,5,4,6,1,6,8,12,20,12,20
7,5,5,5,5,5,5,5,5,5,3,4,3,3,5,5,5,5,5,5,5,5,7,2,2,20,15,18,15,25
7,4,4,3,2,4,3,5,4,3,5,4,4,4,3,4,4,3,3,4,3,5,3,2,4,13,12,20,11,18
7,4,5,1,5,4,4,5,4,5,3,2,5,1,4,5,5,5,5,5,4,5,3,1,6,15,13,16,14,24
7,5,5,3,5,5,3,5,5,2,5,1,3,5,4,5,5,4,5,5,3,5,1,1,7,18,13,16,14,22
7,4,5,3,4,5,4,5,3,3,5,3,3,5,3,4,5,3,5,4,3,4,2,2,5,17,12,19,12,19
7,4,4,1,1,1,5,5,5,3,2,3,3,5,3,4,4,4,4,5,5,5,2,2,5,7,15,16,11,23
7,5,3,5,3,5,4,5,4,3,3,3,2,1,5,5,5,5,5,5,5,5,3,2,5,16,13,12,15,25
7,5,3,5,1,5,4,4,4,2,3,3,4,1,3,4,4,4,4,4,5,4,4,2,3,14,12,13,11,21
7,5,5,4,4,3,5,5,5,3,3,3,1,3,5,5,5,5,5,5,5,5,2,2,5,16,15,13,15,25
7,5,5,5,5,5,5,5,4,5,4,5,2,4,5,5,5,5,5,5,4,3,3,1,6,20,14,20,15,22
1,2,4,5,5,4,1,1,1,1,5,3,1,1,1,2,1,1,1,1,1,2,4,1,1,18,3,11,4,6
1,2,5,3,4,3,5,4,3,2,4,3,1,2,3,2,5,3,1,1,3,2,4,2,2,15,12,12,10,10
1,3,2,5,5,2,1,2,2,1,1,1,5,4,1,3,4,3,2,3,3,4,6,2,2,14,5,12,8,15
1,1,3,4,4,1,1,2,1,2,5,1,4,1,2,2,1,2,1,2,3,1,6,1,3,12,4,13,5,9
1,2,4,4,5,4,1,1,1,1,5,1,3,3,1,1,1,1,1,1,1,1,3,1,6,17,3,13,3,5
1,1,3,4,2,2,1,1,3,3,2,1,4,4,1,1,1,1,1,1,2,1,6,1,5,11,5,14,3,6
1,1,4,5,4,4,1,1,1,1,2,1,5,1,2,1,1,1,1,2,3,1,1,2,6,17,3,10,4,8
1,1,1,4,4,2,1,1,1,3,2,1,4,4,1,1,1,1,1,1,1,1,6,2,3,11,3,14,3,5
1,1,4,4,5,5,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,6,1,5,18,3,9,3,5
1,3,4,4,4,3,2,2,5,1,3,2,3,2,2,3,3,3,2,4,3,3,6,2,3,15,9,11,8,15
1,3,4,4,4,4,3,4,3,3,4,2,5,1,4,4,4,3,3,4,5,4,6,1,6,16,10,15,12,19
1,3,1,4,5,2,1,1,1,3,3,1,5,3,1,2,3,1,1,2,3,2,6,1,5,12,3,15,6,9
1,2,4,4,4,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,5,1,4,16,3,7,3,5
1,3,1,2,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,6,1,5,9,3,7,3,5
1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,5,13,9,15,9,15
2,4,3,5,5,3,2,4,3,3,1,1,4,1,3,4,4,4,4,5,4,4,6,1,3,16,9,10,11,21
2,4,4,4,4,4,1,1,1,1,3,1,3,1,1,1,1,1,2,1,1,2,1,2,5,16,3,9,3,7
2,4,3,3,3,3,4,3,3,1,2,2,5,3,3,4,3,3,2,4,3,4,4,1,2,12,10,13,10,16
2,4,2,4,4,1,4,3,3,1,2,2,5,2,3,4,4,3,3,4,3,3,5,1,6,11,10,12,11,16
3,3,2,3,4,2,2,3,3,3,3,2,3,4,3,3,3,3,3,4,3,4,5,2,4,11,8,15,9,17
3,3,3,5,4,4,2,2,3,2,1,1,2,1,1,3,3,2,2,3,2,3,5,2,5,16,7,7,7,12
3,3,3,4,4,4,3,4,3,3,3,3,2,2,1,2,2,3,2,2,4,2,3,2,4,15,10,13,5,13
3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,2,3,15,9,15,9,15
3,3,5,4,4,5,3,3,3,1,5,2,5,2,2,3,2,2,3,4,3,3,4,2,6,18,9,15,7,15
3,3,2,4,4,2,1,2,2,1,4,2,4,2,1,3,2,2,1,2,1,3,6,1,2,12,5,13,6,9
3,3,1,2,2,1,3,3,3,3,3,3,1,4,3,3,3,3,3,3,2,3,6,1,4,6,9,14,9,14
3,3,2,3,2,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,1,5,11,9,14,9,15
3,3,4,5,5,4,3,1,3,3,3,2,5,3,2,3,3,3,1,2,3,2,6,2,4,18,7,16,8,11
3,3,2,2,2,2,2,1,1,3,4,3,3,4,2,2,2,2,1,1,2,2,4,2,5,8,4,17,6,8
3,3,4,3,4,5,1,1,2,3,3,1,2,2,1,2,3,2,1,2,1,2,6,1,3,16,4,11,6,8
3,3,3,5,5,5,3,3,3,3,2,1,5,3,3,4,4,3,3,3,3,4,6,2,3,18,9,14,11,16
3,3,3,4,3,4,1,3,3,3,3,3,2,3,3,4,3,4,3,4,3,3,4,2,4,14,7,14,10,17
3,3,1,4,1,1,3,3,3,1,3,3,3,4,3,3,3,3,3,3,3,3,4,1,6,7,9,14,9,15
3,3,2,3,4,2,2,3,3,1,1,2,2,1,1,3,4,3,3,3,4,4,4,1,4,11,8,7,8,17
3,3,3,3,3,3,3,2,2,3,3,2,3,1,1,1,3,3,1,2,1,1,7,2,2,12,7,12,5,8
3,3,1,2,2,1,1,2,3,3,3,2,3,2,1,3,1,1,1,3,1,3,6,1,4,6,6,13,5,9
3,3,3,5,4,3,1,1,2,3,5,1,5,4,3,3,3,3,1,3,3,3,6,1,5,15,4,18,9,13
3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,3,16,10,15,9,15
3,3,2,4,2,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,6,1,5,10,9,16,9,15
3,3,3,5,4,4,3,3,1,3,1,1,5,3,3,3,3,3,3,3,3,3,7,2,2,16,7,13,9,15
3,3,3,2,4,3,3,3,3,2,4,3,4,3,3,3,3,4,3,3,3,3,7,2,2,12,9,16,9,16
3,3,3,5,4,4,3,3,2,2,3,2,4,1,3,3,3,3,3,3,3,4,5,2,2,16,8,12,9,16
3,3,5,5,5,5,2,2,3,1,3,1,2,4,2,2,3,2,2,2,2,3,4,2,5,20,7,11,7,11
3,3,3,5,5,4,1,1,1,3,3,3,1,1,1,1,1,1,1,3,3,1,4,2,4,17,3,11,3,9
3,3,3,4,4,3,3,3,3,3,3,1,4,2,1,2,2,3,3,3,3,2,5,2,6,14,9,13,5,14
3,3,4,4,4,4,2,3,1,4,3,2,4,4,2,2,3,2,3,3,3,3,6,2,5,16,6,17,7,14
3,3,2,4,4,3,2,1,3,4,3,2,2,4,3,2,4,2,3,2,1,5,6,1,6,13,6,15,9,13
3,3,4,5,5,4,3,2,4,1,2,2,4,1,1,3,4,3,2,3,2,3,6,1,5,18,9,10,8,13
3,3,1,2,2,1,3,4,3,3,3,3,1,5,3,3,4,3,3,3,3,3,5,2,2,6,10,15,10,15
3,3,3,4,3,4,3,2,2,3,1,1,5,1,3,3,3,3,3,3,3,3,4,2,2,14,7,11,9,15
3,3,3,4,4,4,4,4,3,3,3,3,1,4,3,5,5,4,4,5,4,5,6,1,5,15,11,14,13,22
3,3,2,4,3,3,3,1,2,3,5,3,2,2,5,2,3,4,3,4,1,1,4,1,2,12,6,15,10,13
3,3,5,5,5,5,3,3,3,3,4,2,4,4,4,3,3,3,3,3,3,3,5,1,6,20,9,17,10,15
3,3,1,3,1,1,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,6,2,3,6,9,18,9,15
3,3,2,4,3,3,3,3,2,3,3,1,4,4,3,3,2,2,3,1,3,3,3,2,6,12,8,15,8,12
3,3,4,4,4,5,2,3,3,3,4,3,2,2,2,3,4,2,3,3,3,4,6,2,5,17,8,14,9,15
3,3,2,4,4,3,2,2,3,3,3,1,3,1,3,3,3,3,3,3,3,3,4,1,4,13,7,11,9,15
3,3,3,3,3,3,2,2,3,3,4,1,2,4,3,3,2,3,2,3,3,3,6,1,4,12,7,14,8,14
3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,5,1,4,11,9,13,9,15
3,3,2,2,4,3,3,3,3,3,1,3,3,3,3,3,4,4,3,2,1,3,6,1,7,11,9,13,10,13
3,3,3,5,5,5,3,3,3,3,3,3,4,3,3,3,3,4,3,1,3,1,7,1,6,18,9,16,9,12
3,3,2,4,4,2,1,1,3,1,4,1,4,1,2,4,3,3,3,3,2,3,5,1,7,12,5,11,9,14
3,3,3,4,4,3,4,4,3,3,3,3,3,4,3,3,4,3,4,3,4,3,3,1,6,14,11,16,10,17
3,3,3,3,4,4,4,3,2,1,3,1,2,1,3,3,3,3,3,3,3,3,7,1,5,14,9,8,9,15
3,3,2,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,6,12,8,15,9,16
3,3,4,4,4,4,4,3,3,2,1,2,4,1,2,3,3,3,3,4,3,4,6,2,4,16,10,10,8,17
3,3,4,4,4,3,4,4,3,2,2,2,3,2,2,4,3,3,4,4,4,4,6,1,4,15,11,11,9,19
3,3,4,4,5,4,1,5,3,4,3,3,5,4,2,2,4,1,1,3,2,3,4,2,6,17,9,19,8,10
3,2,2,3,2,2,1,2,2,3,3,3,3,5,1,1,1,1,1,3,2,2,4,1,4,9,5,17,3,9
3,3,5,5,5,5,1,2,1,3,5,1,1,4,1,2,2,4,3,3,4,2,7,1,5,20,4,14,5,16
4,4,4,4,4,2,4,3,4,1,4,3,4,1,2,4,3,2,3,4,4,4,7,2,2,14,11,13,9,17
4,4,3,4,4,2,3,4,3,2,1,2,3,2,3,4,4,4,4,4,3,4,6,1,4,13,10,10,11,19
4,4,2,3,3,2,3,4,2,3,4,3,4,3,1,3,2,3,3,2,3,4,4,1,4,10,9,17,6,15
4,4,3,4,4,2,4,3,3,1,2,2,4,5,3,3,4,4,5,4,5,4,6,2,5,13,10,14,10,22
4,4,4,4,4,5,3,4,3,1,1,2,4,1,2,5,5,3,3,5,5,5,1,2,7,17,10,9,12,21
4,4,1,2,1,1,4,4,4,4,4,3,1,4,4,5,4,4,4,4,4,4,2,2,5,5,12,16,13,20
4,4,4,5,5,4,3,3,2,1,3,1,2,1,3,3,3,4,3,5,4,3,6,1,4,18,8,8,9,19
4,4,4,4,4,2,2,3,3,3,4,1,4,3,3,4,3,3,3,4,4,4,2,2,5,14,8,15,10,18
4,4,2,4,4,2,2,3,3,3,3,2,4,2,2,4,4,3,3,3,3,3,6,1,2,12,8,14,10,15
4,4,5,5,5,5,4,2,4,2,1,3,2,3,3,4,5,3,3,4,4,4,6,1,6,20,10,11,12,18
4,4,4,5,5,4,3,3,3,3,2,2,3,1,3,3,4,3,3,4,3,4,6,1,5,18,9,11,10,17
4,4,3,4,4,3,3,3,3,3,3,2,3,3,3,4,4,3,3,4,3,3,3,1,5,14,9,14,11,16
4,4,3,4,4,4,2,4,4,3,3,2,4,2,2,4,4,3,3,3,3,4,7,1,4,15,10,14,10,16
4,4,4,4,4,3,3,3,3,2,2,2,4,2,3,4,4,3,3,4,4,5,7,2,2,15,9,12,11,19
4,4,4,2,2,3,2,3,3,1,4,2,4,2,1,3,3,3,2,4,3,5,6,1,2,11,8,13,7,17
4,4,4,4,4,4,4,4,3,2,2,3,1,3,3,4,4,3,3,4,4,4,4,2,4,16,11,11,11,18
4,5,1,2,4,3,4,4,3,2,3,1,3,4,3,5,5,3,3,4,4,4,7,1,2,10,11,13,13,18
4,4,2,4,3,3,5,4,5,3,1,3,3,4,3,3,4,3,3,5,4,5,5,2,2,12,14,14,10,20
4,5,5,5,5,3,3,4,3,3,2,2,4,4,2,3,4,3,3,4,4,4,7,2,2,18,10,15,9,18
4,5,2,4,4,3,4,4,4,4,3,3,4,2,3,4,4,3,4,4,4,4,4,2,1,13,12,16,11,19
4,4,3,4,4,4,2,3,4,1,3,3,4,2,3,3,4,3,3,5,4,4,7,2,2,15,9,13,10,19
4,4,3,4,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,1,5,14,9,14,8,15
4,4,2,4,5,2,4,3,4,2,4,2,4,4,3,3,5,3,3,4,4,4,7,2,2,13,11,16,11,18
4,4,2,3,2,1,1,3,1,1,1,1,4,3,2,4,5,3,4,3,3,3,6,2,5,8,5,10,11,16
4,4,1,2,4,2,4,3,3,3,1,3,1,4,3,4,3,3,4,4,3,4,6,2,3,9,10,12,10,18
4,4,3,4,4,4,4,3,1,3,3,2,4,4,3,3,3,3,3,4,4,3,6,1,4,15,8,16,9,17
4,4,4,4,4,4,2,3,4,3,5,3,4,5,2,5,4,3,4,4,4,4,6,1,4,16,9,20,11,19
4,4,3,4,4,4,3,3,4,2,2,2,3,2,3,4,4,3,3,3,4,4,6,2,2,15,10,11,11,17
4,5,2,2,4,3,3,4,4,3,3,2,2,5,2,4,4,4,3,4,4,4,7,2,2,11,11,15,10,19
4,4,2,4,3,1,4,4,3,3,3,2,4,2,3,4,4,3,3,4,4,4,4,1,2,10,11,14,11,18
4,4,2,3,4,3,3,4,3,3,3,2,3,2,2,3,3,4,3,3,3,4,6,1,2,12,10,13,8,17
4,5,2,4,2,4,3,3,3,2,2,3,4,2,3,4,4,3,4,5,5,4,3,2,2,12,9,13,11,21
4,4,3,4,4,4,3,3,3,1,4,1,1,4,2,2,4,2,2,5,2,3,4,1,7,15,9,11,8,14
4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,4,2,2,4,15,9,16,10,17
4,4,2,5,4,3,3,2,3,2,2,2,5,3,2,3,3,3,2,4,3,3,3,2,3,14,8,14,8,15
4,4,3,1,2,4,2,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,6,1,5,10,9,13,9,15
4,4,2,4,4,4,3,4,3,2,3,2,4,4,2,4,4,3,3,4,4,4,7,2,2,14,10,15,10,18
4,4,3,4,4,4,4,3,3,3,4,3,3,4,2,4,4,4,3,4,4,4,4,2,4,15,10,17,10,19
4,4,3,5,5,2,2,3,3,4,3,2,4,1,3,3,4,3,3,3,3,3,7,2,3,15,8,14,10,15
4,4,3,4,3,3,3,3,3,3,3,1,2,1,4,4,4,3,3,3,4,4, ,1,7,13,9,10,12,17
4,4,3,3,3,3,5,5,4,4,5,2,3,2,4,4,5,4,4,4,5,5,7,2,4,12,14,16,13,22
4,4,4,5,5,5,4,4,4,1,3,2,1,5,1,4,4,3,3,5,5,4,7,2,2,19,12,12,9,20
4,4,2,4,4,3,3,3,3,3,3,3,4,4,2,3,3,3,3,4,4,4,7,2,3,13,9,17,8,18
4,4,4,4,4,3,3,3,2,2,2,2,2,4,3,4,4,3,2,4,4,3,7,2,2,15,8,12,11,16
4,4,3,5,5,5,3,3,3,3,2,3,4,4,3,4,4,4,3,4,4,4,7,1,7,18,9,16,11,19
4,5,3,5,5,4,5,4,5,3,3,2,4,5,3,5,5,3,5,4,3,5,3,1,2,17,14,17,13,20
4,5,3,5,5,1,4,4,3,3,3,3,2,1,3,4,4,4,4,4,4,4,4,1,5,14,11,12,11,20
4,5,4,4,5,3,5,4,5,3,2,1,4,3,4,5,5,5,5,5,5,5,4,1,2,16,14,13,14,25
4,4,2,5,4,3,4,3,3,3,4,2,1,2,3,4,4,3,3,3,3,4,4,2,4,14,10,12,11,16
4,5,2,5,4,3,4,3,3,3,3,3,4,2,4,4,4,5,4,5,5,4,4,1,2,14,10,15,12,23
4,4,4,4,4,4,3,3,4,3,3,2,1,3,3,3,3,3,3,4,3,3,6,1,2,16,10,12,9,16
4,4,4,5,5,3,3,3,3,3,4,1,4,4,1,3,3,3,3,3,3,3,5,1,6,17,9,16,7,15
4,4,3,5,4,4,3,3,3,3,2,3,3,2,3,3,4,3,3,4,4,4,7,2,2,16,9,13,10,18
4,4,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,4,2,1,11,9,16,9,17
4,4,3,5,4,5,4,3,3,3,1,3,3,2,3,5,4,3,3,4,4,3,5,2,1,17,10,12,12,17
4,4,4,5,4,3,3,4,3,2,4,2,4,3,2,4,5,3,4,4,2,5,6,1,4,16,10,15,11,18
4,4,4,5,5,5,3,3,4,2,5,1,5,4,4,4,5,4,3,5,5,4,7,1,5,19,10,17,13,21
4,4,1,5,4,2,3,3,2,4,1,2,5,1,2,4,4,4,4,4,4,4,6,2,3,12,8,13,10,20
4,4,4,4,4,4,3,4,4,4,2,2,2,2,3,3,4,4,3,4,4,4,4,2,4,16,11,12,10,19
4,4,5,5,5,2,3,4,3,1,3,3,5,1,1,5,4,3,4,3,3,4,6,1,6,17,10,13,10,17
4,4,4,4,4,5,1,3,2,3,5,1,5,3,4,2,3,3,1,1,2,3,6,1,6,17,6,17,9,10
4,4,5,5,4,5,3,3,2,2,4,1,4,1,3,3,4,3,3,3,3,3,7,1,6,19,8,12,10,15
4,5,4,4,4,3,4,5,3,3,1,3,2,1,3,5,4,4,4,4,4,4,4,1,4,15,12,10,12,20
4,5,2,4,4,2,4,4,4,4,4,2,4,5,4,4,5,5,4,4,4,5,4,1,4,12,12,19,13,22
4,4,3,5,5,4,4,4,4,3,3,3,4,3,3,4,5,3,3,5,4,5,6,2,3,17,12,16,12,20
4,4,3,4,4,4,3,3,3,1,4,2,5,4,3,3,3,2,2,3,3,3,4,1,3,15,9,16,9,13
4,4,4,5,4,4,3,3,3,3,5,2,3,3,3,4,4,3,3,4,3,4,4,2,4,17,9,16,11,17
4,4,3,5,5,4,4,3,3,1,2,1,5,1,3,3,3,3,3,4,4,4,4,1,6,17,10,10,9,18
4,4,4,4,3,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,2,2,15,11,16,12,19
4,4,4,5,5,2,2,3,2,3,5,1,5,4,3,3,3,4,3,4,4,4, ,2,3,16,7,18,9,19
4,4,4,4,4,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,2,5,15,9,13,8,15
4,4,3,4,4,2,1,3,3,3,4,2,3,4,3,4,5,3,4,4,3,5,7,1,5,13,7,16,12,19
4,5,1,3,3,4,4,5,3,3,4,3,2,5,2,3,4,3,2,5,5,5,7,2,3,11,12,17,9,20
4,4,3,3,2,3,3,3,3,2,3,2,1,2,2,4,4,3,3,3,3,5,6,1,7,11,9,10,10,17
4,4,3,4,3,3,4,4,3,3,3,2,3,3,3,3,5,4,3,3,3,4,6,1,6,13,11,14,11,17
4,4,3,4,4,3,3,3,1,3,2,2,4,2,3,3,4,3,3,4,3,4,7,1,7,14,7,13,10,17
4,4,2,4,4,2,2,3,3,3,2,2,4,2,3,3,3,3,3,3,3,4,7,2,2,12,8,13,9,16
4,5,5,5,5,4,4,4,4,4,3,2,5,2,3,4,4,3,5,5,5,5,6,1,4,19,12,16,11,23
4,5,2,3,3,1,1,4,3,1,1,2,1,3,3,4,4,5,4,4,4,5,5,2,3,9,8,8,11,22
4,4,4,5,5,4,1,3,4,1,2,1,5,1,1,3,4,3,3,4,3,4, ,1,4,18,8,10,8,17
4,5,4,5,5,4,5,4,4,1,2,2,3,3,3,4,5,4,5,5,5,5,4,1,6,18,13,11,12,24
4,4,4,4,5,3,4,4,2,1,5,2,5,2,1,3,3,4,3,3,3,4,6,1,2,16,10,15,7,17
4,4,2,4,4,2,3,4,3,3,3,3,5,3,2,3,4,2,3,3,4,4,6,2,2,12,10,17,9,16
4,4,3,5,5,4,3,3,4,4,1,1,4,1,2,4,5,4,3,4,5,5,6,1,3,17,10,11,11,21
4,4,3,4,4,3,3,3,1,3,5,3,4,3,3,4,3,3,3,3,3,3,5,1,6,14,7,18,10,15
4,4,2,3,3,2,4,4,3,3,3,1,4,2,2,4,4,4,5,4,4,4,4,1,4,10,11,13,10,21
4,4,3,3,2,1,2,3,3,3,3,2,3,4,1,3,3,2,2,3,3,2,7,1,4,9,8,15,7,12
4,4,3,4,5,4,4,4,4,3,4,2,4,3,3,4,5,4,4,3,4,3, ,1,4,16,12,16,12,18
4,4,2,4,4,2,2,4,4,1,5,1,2,2,2,2,2,2,1,4,4,4,5,1,2,12,10,11,6,15
4,5,4,5,5,4,3,5,5,3,1,3,4,1,3,4,5,4,5,5,5,5,7,1,4,18,13,12,12,24
4,4,2,4,4,2,4,4,4,3,5,4,5,5,3,4,4,3,3,4,3,4,6,1,6,12,12,22,11,17
4,4,2,3,2,2,1,3,3,3,2,1,1,1,3,3,4,4,4,3,3,3,6,2,1,9,7,8,10,17
4,4,2,4,4,2,4,4,4,2,3,3,2,3,3,4,3,4,4,4,2,4,5,2,2,12,12,13,10,18
4,5,3,3,3,3,4,3,3,1,2,2,2,2,3,5,5,3,4,4,4,4,5,1,6,12,10,9,13,19
4,4,2,1,2,2,3,5,3,3,5,3,1,3,3,3,3,3,3,3,3,4,4,1,5,7,11,15,9,16
4,4,3,5,5,4,3,4,3,3,3,3,2,3,2,4,4,3,3,4,4,3,5,1,2,17,10,14,10,17
4,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,2,4,14,9,15,9,15
4,4,2,4,4,2,3,3,4,3,3,3,4,3,3,3,3,3,3,4,4,3,2,2,1,12,10,16,9,17
4,4,4,3,3,3,4,4,4,3,3,3,3,1,3,4,4,4,4,4,4,4, ,1,2,13,12,13,11,20
4,4,1,4,4,2,2,3,3,2,5,2,3,4,3,3,4,3,3,4,3,4,7,2,4,11,8,16,10,17
4,4,1,5,5,3,3,3,3,3,5,2,1,4,4,4,3,3,4,4,4,3,6,1,2,14,9,15,11,18
4,4,3,4,3,2,3,4,3,3,1,2,4,1,3,4,4,4,3,4,4,4,5,2,2,12,10,11,11,19
4,4,3,3,4,4,4,5,3,1,2,3,3,5,2,3,4,1,3,4,3,3,3,1,6,14,12,14,9,14
4,4,4,5,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,5,2,2,17,12,17,11,20
4,4,4,4,3,3,3,5,4,3,3,3,3,3,4,4,4,4,4,4,4,5,7,1,2,14,12,15,12,21
4,4,4,4,4,4,3,3,3,2,4,2,3,3,3,5,3,2,3,2,4,3,4,2,4,16,9,14,11,14
4,4,3,4,5,3,3,3,3,3,3,2,5,2,3,4,4,3,3,4,3,4,6,1,2,15,9,15,11,17
4,4,3,4,4,2,4,4,3,2,3,3,3,4,3,3,4,3,4,3,3,3,4,2,2,13,11,15,10,16
4,4,2,3,4,2,1,3,4,2,3,2,4,3,2,3,4,3,3,4,4,4,6,1,3,11,8,14,9,18
4,4,4,5,5,5,4,4,4,3,3,3,3,2,5,5,5,4,5,5,5,5,6,1,6,19,12,14,15,24
4,4,2,5,5,2,3,4,3,3,3,3,4,3,3,3,4,3,3,4,4,3,4,2,1,14,10,16,10,17
4,4,5,4,5,5,2,2,3,3,3,3,5,2,3,4,3,3,3,3,3,3,6,1,4,19,7,16,10,15
4,4,4,5,4,5,2,3,2,1,2,1,4,1,2,3,4,3,3,4,4,4,4,2,4,18,7,9,9,18
4,4,3,4,4,4,3,4,3,3,3,2,4,3,3,4,4,3,4,4,4,4,6,2,4,15,10,15,11,19
4,4,4,3,3,4,4,4,3,3,3,3,4,4,3,3,4,3,2,3,3,3,6,2,2,14,11,17,10,14
4,5,4,5,4,3,4,3,4,2,2,3,3,5,2,4,3,4,3,3,4,3,5,2,5,16,11,15,9,17
4,4,3,5,4,4,4,3,4,4,2,3,4,1,4,4,3,3,3,4,4,4,4,2,2,16,11,14,11,18
4,4,4,5,5,5,2,3,3,3,3,3,5,4,3,3,3,3,3,4,3,3,5,2,5,19,8,18,9,16
4,4,3,5,4,4,3,3,3,1,3,2,5,1,2,3,4,3,3,3,3,3,4,2,5,16,9,12,9,15
4,4,3,4,4,2,3,3,3,2,2,3,2,4,2,3,3,3,3,3,3,4,3,1,4,13,9,13,8,16
4,4,3,4,4,4,4,4,4,2,3,4,5,3,1,4,4,4,4,4,4,4,7,2,1,15,12,17,9,20
4,4,2,5,4,4,4,4,3,4,2,2,3,4,4,4,5,4,4,4,4,4,6,2,2,15,11,15,13,20
4,5,4,5,5,3,4,4,3,4,3,3,2,2,3,4,3,5,4,4,4,4,6,2,2,17,11,14,10,21
4,5,4,3,4,4,4,5,4,3,2,2,3,3,4,4,3,3,5,5,4,4,6,1,7,15,13,13,11,21
4,4,3,5,5,4,3,4,3,3,2,2,1,2,1,3,3,1,2,3,2,2,6,2,4,17,10,10,7,10
4,4,2,4,4,3,4,3,3,3,3,3,3,2,2,4,4,4,3,4,4,3, ,1,6,13,10,14,10,18
4,4,3,4,4,5,3,3,4,3,3,2,1,1,3,4,4,3,3,3,4,3,2,1,5,16,10,10,11,16
4,5,4,5,4,5,2,2,2,1,2,2,3,3,2,2,4,2,3,3,2,3,5,2,5,18,6,11,8,13
